Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Edat_quinquennal,Nombre
2017,7,Horta-Guinardó,41,la Vall d'Hebron,60-79 anys,2
2017,7,Horta-Guinardó,42,la Clota,60-79 anys,0
2017,7,Horta-Guinardó,43,Horta,60-79 anys,13
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,60-79 anys,19
2017,8,Nou Barris,45,Porta,60-79 anys,17
2017,8,Nou Barris,46,el Turó de la Peira,60-79 anys,6
2017,8,Nou Barris,47,Can Peguera,60-79 anys,1
2017,8,Nou Barris,48,la Guineueta,60-79 anys,5
2017,8,Nou Barris,49,Canyelles,60-79 anys,3
2017,8,Nou Barris,50,les Roquetes,60-79 anys,8
2017,8,Nou Barris,51,Verdun,60-79 anys,11
2017,8,Nou Barris,52,la Prosperitat,60-79 anys,16
2017,8,Nou Barris,53,la Trinitat Nova,60-79 anys,4
2017,8,Nou Barris,54,Torre Baró,60-79 anys,2
2017,8,Nou Barris,55,Ciutat Meridiana,60-79 anys,3
2017,8,Nou Barris,56,Vallbona,60-79 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,60-79 anys,3
2017,9,Sant Andreu,58,Baró de Viver,60-79 anys,2
2017,9,Sant Andreu,59,el Bon Pastor,60-79 anys,6
2017,9,Sant Andreu,60,Sant Andreu,60-79 anys,33
2017,9,Sant Andreu,61,la Sagrera,60-79 anys,19
2017,9,Sant Andreu,62,el Congrés i els Indians,60-79 anys,9
2017,9,Sant Andreu,63,Navas,60-79 anys,9
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,60-79 anys,15
2017,10,Sant Martí,65,el Clot,60-79 anys,14
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,60-79 anys,4
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,60-79 anys,4
2017,10,Sant Martí,68,el Poblenou,60-79 anys,21
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,60-79 anys,3
2017,10,Sant Martí,70,el Besòs i el Maresme,60-79 anys,7
2017,10,Sant Martí,71,Provençals del Poblenou,60-79 anys,12
2017,10,Sant Martí,72,Sant Martí de Provençals,60-79 anys,9
2017,10,Sant Martí,73,la Verneda i la Pau,60-79 anys,17
2017,1,Ciutat Vella,1,el Raval,60-79 anys,21
2017,1,Ciutat Vella,2,el Barri Gòtic,60-79 anys,12
2017,1,Ciutat Vella,3,la Barceloneta,60-79 anys,10
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",60-79 anys,8
2017,2,Eixample,5,el Fort Pienc,60-79 anys,27
2017,2,Eixample,6,la Sagrada Família,60-79 anys,32
2017,2,Eixample,7,la Dreta de l'Eixample,60-79 anys,21
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,60-79 anys,25
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,60-79 anys,28
2017,2,Eixample,10,Sant Antoni,60-79 anys,14
2017,3,Sants-Montjuïc,11,el Poble Sec,60-79 anys,19
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60-79 anys,2
2017,3,Sants-Montjuïc,13,la Marina de Port,60-79 anys,19
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,60-79 anys,9
2017,3,Sants-Montjuïc,15,Hostafrancs,60-79 anys,19
2017,3,Sants-Montjuïc,16,la Bordeta,60-79 anys,11
2017,3,Sants-Montjuïc,17,Sants - Badal,60-79 anys,20
2017,3,Sants-Montjuïc,18,Sants,60-79 anys,33
2017,4,Les Corts,19,les Corts,60-79 anys,30
2017,4,Les Corts,20,la Maternitat i Sant Ramon,60-79 anys,17
2017,4,Les Corts,21,Pedralbes,60-79 anys,5
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",60-79 anys,5
2017,5,Sarrià-Sant Gervasi,23,Sarrià,60-79 anys,11
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,60-79 anys,12
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,60-79 anys,13
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60-79 anys,36
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,60-79 anys,18
2017,6,Gràcia,28,Vallcarca i els Penitents,60-79 anys,11
2017,6,Gràcia,29,el Coll,60-79 anys,3
2017,6,Gràcia,30,la Salut,60-79 anys,11
2017,6,Gràcia,31,la Vila de Gràcia,60-79 anys,21
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,60-79 anys,24
2017,7,Horta-Guinardó,33,el Baix Guinardó,60-79 anys,17
2017,7,Horta-Guinardó,34,Can Baró,60-79 anys,6
2017,7,Horta-Guinardó,35,el Guinardó,60-79 anys,29
2017,7,Horta-Guinardó,36,la Font d'en Fargues,60-79 anys,8
2017,7,Horta-Guinardó,37,el Carmel,60-79 anys,28
2017,7,Horta-Guinardó,38,la Teixonera,60-79 anys,10
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,60-79 anys,7
2017,7,Horta-Guinardó,40,Montbau,60-79 anys,5
2017,7,Horta-Guinardó,41,la Vall d'Hebron,60-79 anys,5
2017,7,Horta-Guinardó,42,la Clota,60-79 anys,0
2017,7,Horta-Guinardó,43,Horta,60-79 anys,19
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,60-79 anys,21
2017,8,Nou Barris,45,Porta,60-79 anys,21
2017,8,Nou Barris,46,el Turó de la Peira,60-79 anys,3
2017,8,Nou Barris,47,Can Peguera,60-79 anys,3
2017,8,Nou Barris,48,la Guineueta,60-79 anys,17
2017,8,Nou Barris,49,Canyelles,60-79 anys,7
2017,8,Nou Barris,50,les Roquetes,60-79 anys,15
2017,8,Nou Barris,51,Verdun,60-79 anys,6
2017,8,Nou Barris,52,la Prosperitat,60-79 anys,26
2017,8,Nou Barris,53,la Trinitat Nova,60-79 anys,9
2017,8,Nou Barris,54,Torre Baró,60-79 anys,0
2017,8,Nou Barris,55,Ciutat Meridiana,60-79 anys,11
2017,8,Nou Barris,56,Vallbona,60-79 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,60-79 anys,3
2017,9,Sant Andreu,58,Baró de Viver,60-79 anys,1
2017,9,Sant Andreu,59,el Bon Pastor,60-79 anys,6
2017,9,Sant Andreu,60,Sant Andreu,60-79 anys,40
2017,9,Sant Andreu,61,la Sagrera,60-79 anys,17
2017,9,Sant Andreu,62,el Congrés i els Indians,60-79 anys,7
2017,9,Sant Andreu,63,Navas,60-79 anys,20
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,60-79 anys,32
2017,10,Sant Martí,65,el Clot,60-79 anys,15
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,60-79 anys,10
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,60-79 anys,6
2017,10,Sant Martí,68,el Poblenou,60-79 anys,18
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,60-79 anys,3
2017,10,Sant Martí,70,el Besòs i el Maresme,60-79 anys,14
2017,10,Sant Martí,71,Provençals del Poblenou,60-79 anys,21
2017,10,Sant Martí,72,Sant Martí de Provençals,60-79 anys,20
2017,10,Sant Martí,73,la Verneda i la Pau,60-79 anys,28
2017,1,Ciutat Vella,1,el Raval,60-79 anys,32
2017,1,Ciutat Vella,2,el Barri Gòtic,60-79 anys,12
2017,1,Ciutat Vella,3,la Barceloneta,60-79 anys,18
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",60-79 anys,14
2017,2,Eixample,5,el Fort Pienc,60-79 anys,23
2017,2,Eixample,6,la Sagrada Família,60-79 anys,44
2017,2,Eixample,7,la Dreta de l'Eixample,60-79 anys,30
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,60-79 anys,32
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,60-79 anys,50
2017,2,Eixample,10,Sant Antoni,60-79 anys,26
2017,3,Sants-Montjuïc,11,el Poble Sec,60-79 anys,34
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60-79 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,60-79 anys,28
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,60-79 anys,9
2017,3,Sants-Montjuïc,15,Hostafrancs,60-79 anys,8
2017,3,Sants-Montjuïc,16,la Bordeta,60-79 anys,16
2017,3,Sants-Montjuïc,17,Sants - Badal,60-79 anys,27
2017,3,Sants-Montjuïc,18,Sants,60-79 anys,32
2017,4,Les Corts,19,les Corts,60-79 anys,39
2017,4,Les Corts,20,la Maternitat i Sant Ramon,60-79 anys,13
2017,4,Les Corts,21,Pedralbes,60-79 anys,6
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",60-79 anys,2
2017,5,Sarrià-Sant Gervasi,23,Sarrià,60-79 anys,18
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,60-79 anys,10
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,60-79 anys,13
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60-79 anys,40
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,60-79 anys,24
2017,6,Gràcia,28,Vallcarca i els Penitents,60-79 anys,13
2017,6,Gràcia,29,el Coll,60-79 anys,4
2017,6,Gràcia,30,la Salut,60-79 anys,17
2017,6,Gràcia,31,la Vila de Gràcia,60-79 anys,31
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,60-79 anys,36
2017,7,Horta-Guinardó,33,el Baix Guinardó,60-79 anys,31
2017,7,Horta-Guinardó,34,Can Baró,60-79 anys,7
2017,7,Horta-Guinardó,35,el Guinardó,60-79 anys,25
2017,7,Horta-Guinardó,36,la Font d'en Fargues,60-79 anys,8
2017,7,Horta-Guinardó,37,el Carmel,60-79 anys,31
2017,7,Horta-Guinardó,38,la Teixonera,60-79 anys,14
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,60-79 anys,10
2017,7,Horta-Guinardó,40,Montbau,60-79 anys,13
2017,7,Horta-Guinardó,41,la Vall d'Hebron,60-79 anys,7
2017,7,Horta-Guinardó,42,la Clota,60-79 anys,0
2017,7,Horta-Guinardó,43,Horta,60-79 anys,26
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,60-79 anys,35
2017,8,Nou Barris,45,Porta,60-79 anys,31
2017,8,Nou Barris,46,el Turó de la Peira,60-79 anys,16
2017,8,Nou Barris,47,Can Peguera,60-79 anys,0
2017,8,Nou Barris,48,la Guineueta,60-79 anys,13
2017,8,Nou Barris,49,Canyelles,60-79 anys,8
2017,8,Nou Barris,50,les Roquetes,60-79 anys,8
2017,8,Nou Barris,51,Verdun,60-79 anys,14
2017,8,Nou Barris,52,la Prosperitat,60-79 anys,34
2017,8,Nou Barris,53,la Trinitat Nova,60-79 anys,4
2017,8,Nou Barris,54,Torre Baró,60-79 anys,3
2017,8,Nou Barris,55,Ciutat Meridiana,60-79 anys,12
2017,8,Nou Barris,56,Vallbona,60-79 anys,2
2017,9,Sant Andreu,57,la Trinitat Vella,60-79 anys,5
2017,9,Sant Andreu,58,Baró de Viver,60-79 anys,1
2017,9,Sant Andreu,59,el Bon Pastor,60-79 anys,17
2017,9,Sant Andreu,60,Sant Andreu,60-79 anys,42
2017,9,Sant Andreu,61,la Sagrera,60-79 anys,30
2017,9,Sant Andreu,62,el Congrés i els Indians,60-79 anys,11
2017,9,Sant Andreu,63,Navas,60-79 anys,23
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,60-79 anys,33
2017,10,Sant Martí,65,el Clot,60-79 anys,24
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,60-79 anys,16
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,60-79 anys,3
2017,10,Sant Martí,68,el Poblenou,60-79 anys,26
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,60-79 anys,8
2017,10,Sant Martí,70,el Besòs i el Maresme,60-79 anys,17
2017,10,Sant Martí,71,Provençals del Poblenou,60-79 anys,8
2017,10,Sant Martí,72,Sant Martí de Provençals,60-79 anys,35
2017,10,Sant Martí,73,la Verneda i la Pau,60-79 anys,37
2017,1,Ciutat Vella,1,el Raval,80-99 anys,68
2017,1,Ciutat Vella,2,el Barri Gòtic,80-99 anys,15
2017,1,Ciutat Vella,3,la Barceloneta,80-99 anys,35
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",80-99 anys,28
2017,2,Eixample,5,el Fort Pienc,80-99 anys,55
2017,2,Eixample,6,la Sagrada Família,80-99 anys,76
2017,2,Eixample,7,la Dreta de l'Eixample,80-99 anys,76
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,80-99 anys,60
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,80-99 anys,79
2017,2,Eixample,10,Sant Antoni,80-99 anys,65
2017,3,Sants-Montjuïc,11,el Poble Sec,80-99 anys,62
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,80-99 anys,2
2017,3,Sants-Montjuïc,13,la Marina de Port,80-99 anys,45
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,80-99 anys,30
2017,3,Sants-Montjuïc,15,Hostafrancs,80-99 anys,15
2017,3,Sants-Montjuïc,16,la Bordeta,80-99 anys,36
2017,3,Sants-Montjuïc,17,Sants - Badal,80-99 anys,34
2017,3,Sants-Montjuïc,18,Sants,80-99 anys,54
2017,4,Les Corts,19,les Corts,80-99 anys,59
2017,4,Les Corts,20,la Maternitat i Sant Ramon,80-99 anys,31
2017,4,Les Corts,21,Pedralbes,80-99 anys,19
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",80-99 anys,5
2017,5,Sarrià-Sant Gervasi,23,Sarrià,80-99 anys,39
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,80-99 anys,24
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,80-99 anys,43
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,80-99 anys,63
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80-99 anys,31
2017,6,Gràcia,28,Vallcarca i els Penitents,80-99 anys,28
2017,6,Gràcia,29,el Coll,80-99 anys,11
2017,6,Gràcia,30,la Salut,80-99 anys,14
2017,6,Gràcia,31,la Vila de Gràcia,80-99 anys,80
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80-99 anys,41
2017,7,Horta-Guinardó,33,el Baix Guinardó,80-99 anys,45
2017,7,Horta-Guinardó,34,Can Baró,80-99 anys,12
2017,7,Horta-Guinardó,35,el Guinardó,80-99 anys,59
2017,7,Horta-Guinardó,36,la Font d'en Fargues,80-99 anys,10
2017,7,Horta-Guinardó,37,el Carmel,80-99 anys,55
2017,7,Horta-Guinardó,38,la Teixonera,80-99 anys,31
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,80-99 anys,21
2017,7,Horta-Guinardó,40,Montbau,80-99 anys,20
2017,7,Horta-Guinardó,41,la Vall d'Hebron,80-99 anys,10
2017,7,Horta-Guinardó,42,la Clota,80-99 anys,2
2017,7,Horta-Guinardó,43,Horta,80-99 anys,57
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,80-99 anys,34
2017,8,Nou Barris,45,Porta,80-99 anys,49
2017,8,Nou Barris,46,el Turó de la Peira,80-99 anys,36
2017,8,Nou Barris,47,Can Peguera,80-99 anys,6
2017,8,Nou Barris,48,la Guineueta,80-99 anys,38
2017,8,Nou Barris,49,Canyelles,80-99 anys,17
2017,8,Nou Barris,50,les Roquetes,80-99 anys,18
2017,8,Nou Barris,51,Verdun,80-99 anys,25
2017,8,Nou Barris,52,la Prosperitat,80-99 anys,59
2017,8,Nou Barris,53,la Trinitat Nova,80-99 anys,15
2017,8,Nou Barris,54,Torre Baró,80-99 anys,4
2017,8,Nou Barris,55,Ciutat Meridiana,80-99 anys,15
2017,8,Nou Barris,56,Vallbona,80-99 anys,7
2017,9,Sant Andreu,57,la Trinitat Vella,80-99 anys,12
2017,9,Sant Andreu,58,Baró de Viver,80-99 anys,4
2017,9,Sant Andreu,59,el Bon Pastor,80-99 anys,13
2017,9,Sant Andreu,60,Sant Andreu,80-99 anys,83
2017,9,Sant Andreu,61,la Sagrera,80-99 anys,42
2017,9,Sant Andreu,62,el Congrés i els Indians,80-99 anys,21
2017,9,Sant Andreu,63,Navas,80-99 anys,37
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,80-99 anys,59
2017,10,Sant Martí,65,el Clot,80-99 anys,33
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,80-99 anys,18
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,80-99 anys,3
2017,10,Sant Martí,68,el Poblenou,80-99 anys,45
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80-99 anys,17
2017,10,Sant Martí,70,el Besòs i el Maresme,80-99 anys,42
2017,10,Sant Martí,71,Provençals del Poblenou,80-99 anys,29
2017,10,Sant Martí,72,Sant Martí de Provençals,80-99 anys,42
2017,10,Sant Martí,73,la Verneda i la Pau,80-99 anys,66
2017,1,Ciutat Vella,1,el Raval,80-99 anys,52
2017,1,Ciutat Vella,2,el Barri Gòtic,80-99 anys,21
2017,1,Ciutat Vella,3,la Barceloneta,80-99 anys,41
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",80-99 anys,32
2017,2,Eixample,5,el Fort Pienc,80-99 anys,65
2017,2,Eixample,6,la Sagrada Família,80-99 anys,113
2017,2,Eixample,7,la Dreta de l'Eixample,80-99 anys,114
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,80-99 anys,118
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,80-99 anys,139
2017,2,Eixample,10,Sant Antoni,80-99 anys,76
2017,3,Sants-Montjuïc,11,el Poble Sec,80-99 anys,70
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,80-99 anys,3
2017,3,Sants-Montjuïc,13,la Marina de Port,80-99 anys,63
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,80-99 anys,33
2017,3,Sants-Montjuïc,15,Hostafrancs,80-99 anys,38
2017,3,Sants-Montjuïc,16,la Bordeta,80-99 anys,28
2017,3,Sants-Montjuïc,17,Sants - Badal,80-99 anys,51
2017,3,Sants-Montjuïc,18,Sants,80-99 anys,109
2017,4,Les Corts,19,les Corts,80-99 anys,113
2017,4,Les Corts,20,la Maternitat i Sant Ramon,80-99 anys,41
2017,4,Les Corts,21,Pedralbes,80-99 anys,30
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",80-99 anys,11
2017,5,Sarrià-Sant Gervasi,23,Sarrià,80-99 anys,61
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,80-99 anys,30
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,80-99 anys,56
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,80-99 anys,87
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80-99 anys,55
2017,6,Gràcia,28,Vallcarca i els Penitents,80-99 anys,30
2017,6,Gràcia,29,el Coll,80-99 anys,9
2017,6,Gràcia,30,la Salut,80-99 anys,26
2017,6,Gràcia,31,la Vila de Gràcia,80-99 anys,96
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80-99 anys,62
2017,7,Horta-Guinardó,33,el Baix Guinardó,80-99 anys,84
2017,7,Horta-Guinardó,34,Can Baró,80-99 anys,22
2017,7,Horta-Guinardó,35,el Guinardó,80-99 anys,65
2017,7,Horta-Guinardó,36,la Font d'en Fargues,80-99 anys,21
2017,7,Horta-Guinardó,37,el Carmel,80-99 anys,36
2017,7,Horta-Guinardó,38,la Teixonera,80-99 anys,24
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,80-99 anys,28
2017,7,Horta-Guinardó,40,Montbau,80-99 anys,36
2017,7,Horta-Guinardó,41,la Vall d'Hebron,80-99 anys,11
2017,7,Horta-Guinardó,42,la Clota,80-99 anys,0
2017,7,Horta-Guinardó,43,Horta,80-99 anys,65
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,80-99 anys,60
2017,8,Nou Barris,45,Porta,80-99 anys,67
2017,8,Nou Barris,46,el Turó de la Peira,80-99 anys,62
2017,8,Nou Barris,47,Can Peguera,80-99 anys,14
2017,8,Nou Barris,48,la Guineueta,80-99 anys,37
2017,8,Nou Barris,49,Canyelles,80-99 anys,11
2017,8,Nou Barris,50,les Roquetes,80-99 anys,20
2017,8,Nou Barris,51,Verdun,80-99 anys,30
2017,8,Nou Barris,52,la Prosperitat,80-99 anys,57
2017,8,Nou Barris,53,la Trinitat Nova,80-99 anys,12
2017,8,Nou Barris,54,Torre Baró,80-99 anys,3
2017,8,Nou Barris,55,Ciutat Meridiana,80-99 anys,14
2017,8,Nou Barris,56,Vallbona,80-99 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,80-99 anys,11
2017,9,Sant Andreu,58,Baró de Viver,80-99 anys,5
2017,9,Sant Andreu,59,el Bon Pastor,80-99 anys,34
2017,9,Sant Andreu,60,Sant Andreu,80-99 anys,126
2017,9,Sant Andreu,61,la Sagrera,80-99 anys,51
2017,9,Sant Andreu,62,el Congrés i els Indians,80-99 anys,41
2017,9,Sant Andreu,63,Navas,80-99 anys,38
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,80-99 anys,59
2017,10,Sant Martí,65,el Clot,80-99 anys,50
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,80-99 anys,17
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,80-99 anys,5
2017,10,Sant Martí,68,el Poblenou,80-99 anys,82
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80-99 anys,23
2017,10,Sant Martí,70,el Besòs i el Maresme,80-99 anys,36
2017,10,Sant Martí,71,Provençals del Poblenou,80-99 anys,48
2017,10,Sant Martí,72,Sant Martí de Provençals,80-99 anys,73
2017,10,Sant Martí,73,la Verneda i la Pau,80-99 anys,72
2017,1,Ciutat Vella,1,el Raval,80-99 anys,57
2017,1,Ciutat Vella,2,el Barri Gòtic,80-99 anys,21
2017,1,Ciutat Vella,3,la Barceloneta,80-99 anys,24
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",80-99 anys,35
2017,2,Eixample,5,el Fort Pienc,80-99 anys,77
2017,2,Eixample,6,la Sagrada Família,80-99 anys,126
2017,2,Eixample,7,la Dreta de l'Eixample,80-99 anys,117
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,80-99 anys,98
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,80-99 anys,112
2017,2,Eixample,10,Sant Antoni,80-99 anys,77
2017,3,Sants-Montjuïc,11,el Poble Sec,80-99 anys,78
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,80-99 anys,3
2017,3,Sants-Montjuïc,13,la Marina de Port,80-99 anys,44
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,80-99 anys,24
2017,3,Sants-Montjuïc,15,Hostafrancs,80-99 anys,27
2017,3,Sants-Montjuïc,16,la Bordeta,80-99 anys,42
2017,3,Sants-Montjuïc,17,Sants - Badal,80-99 anys,43
2017,3,Sants-Montjuïc,18,Sants,80-99 anys,88
2017,4,Les Corts,19,les Corts,80-99 anys,83
2017,4,Les Corts,20,la Maternitat i Sant Ramon,80-99 anys,43
2017,4,Les Corts,21,Pedralbes,80-99 anys,27
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",80-99 anys,10
2017,5,Sarrià-Sant Gervasi,23,Sarrià,80-99 anys,41
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,80-99 anys,30
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,80-99 anys,61
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,80-99 anys,96
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80-99 anys,47
2017,6,Gràcia,28,Vallcarca i els Penitents,80-99 anys,29
2017,6,Gràcia,29,el Coll,80-99 anys,9
2017,6,Gràcia,30,la Salut,80-99 anys,25
2017,6,Gràcia,31,la Vila de Gràcia,80-99 anys,122
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80-99 anys,83
2017,7,Horta-Guinardó,33,el Baix Guinardó,80-99 anys,73
2017,7,Horta-Guinardó,34,Can Baró,80-99 anys,21
2017,7,Horta-Guinardó,35,el Guinardó,80-99 anys,59
2017,7,Horta-Guinardó,36,la Font d'en Fargues,80-99 anys,13
2017,7,Horta-Guinardó,37,el Carmel,80-99 anys,30
2017,7,Horta-Guinardó,38,la Teixonera,80-99 anys,21
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,80-99 anys,13
2017,7,Horta-Guinardó,40,Montbau,80-99 anys,21
2017,7,Horta-Guinardó,41,la Vall d'Hebron,80-99 anys,12
2017,7,Horta-Guinardó,42,la Clota,80-99 anys,0
2017,7,Horta-Guinardó,43,Horta,80-99 anys,59
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,80-99 anys,49
2017,8,Nou Barris,45,Porta,80-99 anys,50
2017,8,Nou Barris,46,el Turó de la Peira,80-99 anys,45
2017,8,Nou Barris,47,Can Peguera,80-99 anys,5
2017,8,Nou Barris,48,la Guineueta,80-99 anys,35
2017,8,Nou Barris,49,Canyelles,80-99 anys,12
2017,8,Nou Barris,50,les Roquetes,80-99 anys,11
2017,8,Nou Barris,51,Verdun,80-99 anys,12
2017,8,Nou Barris,52,la Prosperitat,80-99 anys,43
2017,8,Nou Barris,53,la Trinitat Nova,80-99 anys,14
2017,8,Nou Barris,54,Torre Baró,80-99 anys,2
2017,8,Nou Barris,55,Ciutat Meridiana,80-99 anys,3
2017,8,Nou Barris,56,Vallbona,80-99 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,80-99 anys,12
2017,9,Sant Andreu,58,Baró de Viver,80-99 anys,2
2017,9,Sant Andreu,59,el Bon Pastor,80-99 anys,16
2017,9,Sant Andreu,60,Sant Andreu,80-99 anys,78
2017,9,Sant Andreu,61,la Sagrera,80-99 anys,46
2017,9,Sant Andreu,62,el Congrés i els Indians,80-99 anys,35
2017,9,Sant Andreu,63,Navas,80-99 anys,43
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,80-99 anys,79
2017,10,Sant Martí,65,el Clot,80-99 anys,38
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,80-99 anys,21
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,80-99 anys,4
2017,10,Sant Martí,68,el Poblenou,80-99 anys,48
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80-99 anys,10
2017,10,Sant Martí,70,el Besòs i el Maresme,80-99 anys,30
2017,10,Sant Martí,71,Provençals del Poblenou,80-99 anys,30
2017,10,Sant Martí,72,Sant Martí de Provençals,80-99 anys,55
2017,10,Sant Martí,73,la Verneda i la Pau,80-99 anys,62
2017,1,Ciutat Vella,1,el Raval,80-99 anys,17
2017,1,Ciutat Vella,2,el Barri Gòtic,80-99 anys,10
2017,1,Ciutat Vella,3,la Barceloneta,80-99 anys,16
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",80-99 anys,9
2017,2,Eixample,5,el Fort Pienc,80-99 anys,30
2017,2,Eixample,6,la Sagrada Família,80-99 anys,62
2017,2,Eixample,7,la Dreta de l'Eixample,80-99 anys,64
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,80-99 anys,45
